gene_id	0	0.5	1	1.5	2	2.5	3	3.5	4	5	6	7
CALR3	7.607463888	7.470407552	7.408646088	7.385859408	7.459239903	7.252976663	7.142446831	7.045048448	7.153035646	7.184378784	7.36830536	7.296777129
CANX	14.95079984	14.74953694	14.67217665	14.6345549	14.53706252	14.49947204	14.36422063	14.44861049	14.46540492	14.58304716	14.57178296	14.50643011
CAPRIN1	14.88865346	14.91526944	14.89789207	14.96014681	14.75046386	14.74350837	14.54163399	14.72040675	14.50262156	14.37411734	14.08209938	14.09997506
CAPRIN2	10.77872947	10.39404011	10.50192845	10.22670124	10.41547487	10.04465207	10.11410288	9.785763605	9.917840052	9.553291454	9.844832246	9.856411181
CARS2	10.10845751	10.38937051	10.09953107	10.22548533	9.938176249	9.933232883	9.794072179	9.828525124	9.711157397	9.653828465	9.5571089	9.51605314
CASC3	12.25352108	12.41283315	12.38984319	12.5282671	12.35750177	12.40406518	12.29247086	12.35053813	12.33209624	12.24124569	12.0782288	12.09890422
CCND1	12.57394941	13.49936387	12.69879438	12.78495997	12.18504633	11.86126997	11.6785606	11.5484163	11.21049058	10.40089915	9.200830688	8.949831919
CDC37	12.82517253	13.00542483	12.97638832	13.12408963	12.90085514	12.73287543	12.61417524	12.57699192	12.50411922	12.32434868	11.9824325	11.90745038
CDK4	13.92324168	14.27657954	14.2063963	14.60086389	14.18422072	14.2257745	14.10505424	14.15207367	13.98429894	13.86088107	13.34058202	13.16722755
CDKAL1	9.699510651	9.634906679	9.910325577	9.779938526	9.921585424	9.595512867	9.482764801	9.52746056	9.402156498	9.339529554	9.241279372	9.203177179
CELF1	13.36707606	13.42444833	13.30306637	13.37585592	13.02692865	13.18614706	12.97402605	13.13351141	12.91809025	12.83383971	12.6399443	12.5741038
CHCHD1	10.51322711	10.60832541	10.76355174	10.86196786	10.4950658	10.58010468	10.48685696	10.56911552	10.2032461	10.20433213	9.900703546	9.895891196
CIRBP	9.751247354	9.456416758	9.886434544	10.1141736	10.07380214	10.44193951	10.6385153	10.57363322	10.92898804	10.91714792	11.4071265	11.4805608
CLGN	8.560001066	8.758172774	8.369529534	8.148816234	7.836870101	7.96189156	8.019708205	7.830151888	7.920804381	8.113419873	9.323169696	9.680867488
CNBP	13.80534488	14.11870433	14.10573965	14.19942385	13.58768509	13.54859838	13.41160884	13.5003095	13.18969021	13.10061054	12.82397205	12.70614154
CNOT1	14.55789305	14.39970575	14.44885655	14.24228841	14.19061669	14.01183313	13.79222278	13.89831673	13.75373752	13.43405499	13.39465372	13.19219509
CNOT10	11.23865311	11.46795075	11.45218125	11.60595388	11.51249723	11.33999398	11.25510503	11.18962705	11.20568036	11.08977992	11.07692765	11.01757957
CNOT11	10.98299813	11.03115847	10.61851324	10.63629515	10.45381358	10.42608444	10.35661574	10.37474047	10.30493786	10.24976581	10.05713863	10.04990981
CNOT2	11.93031218	11.94350584	11.9084293	11.86636847	11.82212927	11.76196908	11.69454915	11.73752602	11.66263081	11.61014454	11.50157816	11.47791277
CNOT3	11.82183281	11.91461815	11.82052594	12.06134076	11.91988798	11.83535853	11.75912786	11.77512457	11.74879818	11.61621264	11.52684717	11.4967475
CNOT6	12.86578304	12.9913189	12.97066345	13.24367301	13.18822812	13.32703627	13.17067757	13.38753741	13.21644166	13.01269999	12.85194913	12.71028641
CNOT7	11.96698928	11.71944995	11.75824953	11.88245994	11.91959456	12.06462494	12.0357584	12.06614898	12.05603142	11.97151328	11.99725507	11.99449342
CNOT8	11.19264197	11.28014818	11.49598405	11.44804502	11.69720794	11.51981318	11.61397784	11.46778711	11.59800611	11.49325201	11.39038627	11.28456738
CNOT9	12.3021292	12.43368476	12.41516151	12.57293696	12.07953134	12.06722237	11.80772254	11.93599493	11.63745776	11.52913523	11.05979779	10.96332035
COA3	10.29091822	10.60210036	10.56205438	10.71125145	10.52495604	10.6443459	10.75484968	10.74286963	10.71048702	10.79384854	10.55946063	10.60779997
COPS5	11.52133971	11.61978096	11.4321876	11.70497039	11.25111696	11.74323124	11.51113204	11.80300536	11.58263921	11.56598594	11.44924189	11.46005682
CPEB1	9.443582641	8.333537078	8.227399502	7.763386028	8.148594879	7.979694385	8.367962946	7.899100538	8.493462464	8.674886093	9.218431753	9.193867123
CPEB2	8.749685261	8.192296561	8.222702224	8.522044874	10.16966486	10.61006797	10.70282481	10.69691789	10.667425	10.37203474	10.93031268	11.03574941
CPEB3	7.432372109	7.546346844	7.471991556	7.449371939	7.781396273	8.24964352	8.664395039	8.860773808	9.146986845	9.222376888	9.571789477	9.818170369
CPEB4	8.99549027	8.613239733	8.854243693	9.397818069	10.30711136	11.07829296	11.23328557	11.41858287	11.41880453	11.464854	11.77232702	11.75585068
CREB3	9.082860935	9.13833441	9.20609047	9.279797234	9.556810831	9.749547619	9.875282261	9.946151236	10.12569061	10.18655792	10.25801331	10.28029668
CREBRF	8.797463658	8.770558689	9.471841648	8.756438942	9.616578373	9.242729458	9.654556725	9.181281188	9.903141008	9.391655252	10.15667044	9.720999526
CTIF	9.146063231	9.513434501	9.947373762	9.807455876	10.31008275	10.7724745	11.03929929	11.10317076	11.29219033	11.40268517	11.57927171	11.68928
CTTN	12.51203107	12.66037897	12.71039385	12.7859429	12.73748514	12.89408332	12.88498339	12.91818254	12.86183126	12.83635188	12.62522926	12.66584918
CYFIP1	12.28921692	12.02909074	12.23884156	12.02026267	12.06535911	11.72606646	11.74424651	11.6124729	11.64480796	11.63445952	11.64872727	11.5844105
DALRD3	9.872881384	9.911131624	9.799995862	9.725548587	10.08374517	9.751561158	9.912282586	9.370801454	9.888682241	9.840314821	10.00462544	10.06646872
DAPK1	11.52334242	11.99595214	11.99899185	11.62850395	11.86806756	12.08025688	12.05027177	11.96937139	11.87518279	11.74280003	11.71731827	11.84451432
DAPK3	10.27311298	9.919830568	9.785069393	9.879022271	9.937293175	9.907123698	9.921758977	9.87075867	9.971318238	10.04122568	9.930816855	9.951150755
DARS2	10.9897675	11.09622252	11.09912281	11.0201362	11.0447008	10.67484041	10.52050139	10.37148147	10.26667861	10.07852575	9.907005907	9.80841641
DDIT3	8.829049174	8.044172065	8.155964096	8.597875971	9.008479953	8.356835603	8.678999707	8.460673144	8.661200099	8.830631632	8.804391906	8.713233405
DDRGK1	10.00010885	10.0000062	10.0708718	10.03273227	10.39297536	9.875699464	10.12995659	10.07091278	10.27006899	10.34121827	10.29249287	10.30454505
DDX25	9.595012622	9.675451636	9.519735423	9.602068973	9.456548723	9.570843813	9.605451242	9.798614081	9.652809341	9.867578295	9.957893553	10.21615684
DDX6	13.48145887	13.54964606	13.44791232	13.46682943	13.1780778	13.46052073	13.3364708	13.54988409	13.37965971	13.2524543	13.31267029	13.29900803
DENR	11.65239477	11.7560188	11.50252021	11.77423586	11.30404325	11.40998824	11.24323606	11.45453429	11.21332819	11.13592175	10.85104249	10.85268057
DERL1	11.3318318	11.33101793	11.15743482	11.15094341	11.21191779	11.34466333	11.25914255	11.3792595	11.36537531	11.45937092	11.51128216	11.51424141
DERL2	10.54291625	10.45307647	10.13481034	10.32155077	10.27937244	10.57558943	10.5471688	10.64282299	10.72016986	10.69582161	10.73940893	10.72073414
DERL3	6.743932014	6.781262508	6.42522825	6.635262048	6.435976612	6.853308328	6.701447605	6.841786634	6.822277744	6.776813089	6.916494447	6.910956295
DHFR	11.44037195	11.84942183	11.63854185	11.85354855	11.10740228	11.04207642	10.62403038	10.77404152	10.36988483	10.11511751	9.387809019	9.160080393
DHX29	11.30999341	11.42625369	11.20856335	11.46192375	11.10167716	11.2118207	10.93259643	11.27271468	10.86417128	10.77324282	10.54124877	10.65978516
DHX33	11.47932461	11.71823252	11.14505384	11.18888645	10.7934985	10.81228572	10.70145988	10.72698107	10.61698918	10.50033276	10.58031296	10.57580579
DHX36	12.26738658	12.10469924	12.16373476	12.17955561	12.1264555	12.24452777	12.01183976	12.28421494	12.18467108	12.06513583	12.0292928	11.96478063
DHX9	14.11556091	14.25316724	14.06923818	14.43337165	13.80248587	14.25181798	13.76548562	14.13409073	13.91358002	13.6434608	13.38023335	13.41033033
DNAJC1	9.689051841	9.69380752	9.856908995	9.685872929	10.02673746	9.685334466	9.715176413	9.7475056	9.774792778	9.822105278	9.985277864	9.9732304
DNAJC3	11.17245068	11.27295368	10.69920488	10.84866017	10.64470459	11.10166914	10.90247942	11.22508728	11.21640713	11.674545	12.05432559	12.02436661
DND1	8.115246059	7.751035368	7.311825466	7.16279874	7.121376848	7.051628544	7.110687029	7.110971733	7.133501252	7.102454474	7.041636962	7.082141422
DPH1	9.702214659	9.85901119	9.804152961	9.966616847	9.667801551	9.366772856	9.352004692	9.30637692	9.113951366	9.049388654	9.108187195	9.028372374
DPH2	9.361477826	9.673110849	9.478874712	9.676821045	9.293461926	9.325707294	9.211643103	9.304689606	9.166012807	9.140345689	8.938072878	8.891610947
DPH3	10.01575945	10.1276426	9.82277609	10.2717014	9.830247159	10.16109045	10.01746233	10.30186712	10.12789027	10.18759295	10.00181018	10.03763174
DPH5	9.611954265	9.555567666	9.683309317	9.809500342	9.507710805	9.316789527	9.143011233	9.262475212	8.967778495	8.917196315	8.712557456	8.674500161
DPH6	10.07236777	9.949776368	9.596415794	9.333225157	9.260215412	8.939106644	8.932357917	8.948083267	8.788836469	8.844667735	8.962462156	9.08334082
DPH7	9.595158701	9.659035052	9.615996117	9.865019331	9.696570516	9.602098569	9.668235839	9.513690332	9.554986569	9.53680339	9.41749258	9.472559603
DRG1	12.69912112	12.6414214	12.43811361	12.50555349	12.41855617	12.5561832	12.42295724	12.57792808	12.4008084	12.26988508	11.92397935	11.83660906
DRG2	11.67679295	11.8713621	11.74670947	12.01383314	11.60425994	11.68957341	11.56616785	11.60483144	11.41113275	11.32129653	11.10763955	11.09435473
EARS2	9.612910103	9.789166884	9.669278982	9.673064548	9.480049767	9.308682943	9.254316206	9.22900344	9.114741118	8.973344883	8.910640304	8.827093097
EDEM1	11.6104945	11.35802115	11.02901929	11.08963281	10.81679008	11.02305845	10.78323956	10.77428971	10.60897497	10.59251083	10.2905048	10.19619996
EDEM2	10.26343021	9.927948231	10.13092793	9.797146247	10.08615197	9.995974349	10.14472636	9.884263388	10.17598167	10.20370409	10.29480616	10.23597517
EEF2	17.26439338	17.0581319	17.38486665	17.05899131	17.39384621	16.6995319	16.88814227	16.27694362	16.54297432	16.39909196	16.38007293	16.21889492
EEFSEC	10.53727525	10.56858978	10.5922603	10.52645469	10.49247545	10.15014587	10.03434004	9.914702246	9.794391762	9.708727841	9.53151206	9.574507943
EFL1	10.50680333	10.1317509	10.0742715	10.01374871	10.0430953	9.870407593	9.867819702	9.730237137	9.762905776	9.749147824	9.752660976	9.716112117
EGFR	9.113958055	8.908066867	10.15445423	8.674861225	8.334016172	8.026182997	8.270704952	8.161351272	8.372488256	8.75830299	8.949680747	9.27916538
EIF1	13.99258116	13.87654237	13.96882317	14.24418416	14.28937872	13.93582812	13.91455441	14.05623892	13.92772675	13.96886089	13.78431023	13.69944652
EIF5	13.74474485	13.80366931	13.7744973	13.87711995	13.36881132	13.75970087	13.48404048	13.75928754	13.52285906	13.35234025	13.27546737	13.21654567
EIF6	11.75009159	11.82902172	11.52105136	11.87898673	11.37945533	11.5192285	11.29113578	11.44066556	11.17557193	11.23299237	10.98115705	10.97671891
ELAVL1	12.58190716	12.72317829	12.65282131	13.04875523	12.7005544	12.98816835	12.83039352	12.98850034	12.73540635	12.65922144	12.42703407	12.46336459
ENC1	11.9829105	11.78727275	10.95109359	10.40035537	10.9287261	11.16629817	11.62585425	11.73795661	12.35680876	13.08172383	12.89204868	12.81843875
EP300	12.4883126	12.18566775	12.28161312	12.17342771	12.30034774	12.20661904	12.13431935	12.30079868	12.30503632	11.92298916	12.04461352	11.91435323
ERBB2	10.96324375	11.43771086	11.89445793	11.45960896	11.47144425	11.09805214	11.14229545	10.74439436	10.99945626	11.06521212	11.05910388	10.82218183
ERLEC1	10.33089596	9.96358007	10.20110763	10.07703973	10.40750105	10.14016056	10.23228846	10.28774378	10.39972404	10.48600619	10.80637952	10.91078526
ERMP1	11.65096805	11.58146323	11.58007314	11.20289523	11.20087514	10.91976882	10.81226912	10.78634604	10.64235538	10.7047158	10.74127651	10.66600831
ERN1	9.75843308	9.60401162	9.572160709	9.813178079	9.865451388	10.12747058	10.13191586	10.13652524	10.20323932	10.00054028	9.997886797	9.973982285
ERN2	6.611067852	6.3725456	6.263344712	6.263344712	6.315016949	6.263344712	6.263344712	6.263344712	6.263344712	6.263344712	6.263344712	6.315035091
ETF1	13.77592879	13.518446	13.29761012	13.47168668	13.07541876	12.98108639	12.71753153	12.93202108	12.55768985	12.45590968	12.15138559	12.09078171
FAF2	11.66081791	11.83039362	11.85817113	11.94088848	12.05317811	12.01543019	11.96403324	12.09711466	12.01517919	12.05480698	11.93173859	11.88867316
FARS2	9.134332362	9.079228538	9.277501835	9.199257937	9.427490466	9.004581092	9.044955987	9.007278513	8.981417596	8.985591056	9.246575494	9.128004281
FARSA	11.57584279	11.94030875	11.6294324	11.91934691	11.3824017	11.69677822	11.41098718	11.63815289	11.37330279	11.37996551	11.10421032	11.15954979
FARSB	11.99563074	11.75230556	11.45993999	11.56728142	11.44860012	11.2477197	11.00127104	11.25828621	10.9265483	10.88087003	10.72301034	10.75331246
FASTKD2	10.9628745	10.58081241	10.63724157	10.56602575	10.36662038	10.28524332	10.20891973	10.39682	10.11361891	10.00142493	9.697163371	9.579999521
FASTKD3	9.606750337	9.596505917	9.308077253	9.427720541	9.048171684	9.11189644	9.026991222	8.996420954	9.001617442	8.851288652	8.656467559	8.587558569
FBXO7	9.845913699	9.333293636	9.579667304	9.399399036	9.525892643	9.143386764	9.291522846	9.059142694	9.256659338	9.140113507	9.155103467	9.148869284
FBXW7	10.44697818	10.45759975	10.43611468	10.54556314	11.01557969	11.47289023	11.64583174	11.59704033	11.67321291	11.35492879	11.06914038	10.99028053
FICD	7.811742143	7.804615107	7.675006881	7.816867045	7.889765544	8.112435517	8.321259655	8.148547033	8.404805382	8.751549345	8.920717553	9.058342169
FMR1	11.55996035	11.47269813	11.45370425	11.39128256	11.18721995	11.18975569	10.98087784	11.10044544	10.87685208	10.62525382	10.58003807	10.60040479
FOXO3	12.13814936	12.01062533	11.91443882	11.14917464	11.77323756	11.32126413	11.29419187	11.0620255	11.18707743	11.24688422	11.68158786	11.64406801
FTO	12.13018398	12.26669961	12.30896555	12.2369889	12.19161235	12.17289682	12.22994109	12.25967047	12.27050231	12.26351634	12.33790973	12.49000438
FTSJ1	9.793199787	10.05995916	9.866796119	10.17876099	9.806415142	10.04174537	9.917723615	10.01962505	9.850372384	9.899167095	9.817093554	9.801259477
FXR1	13.1280008	12.93454586	13.23963962	12.92705863	13.14319801	12.62300894	12.57897406	12.39760198	12.42852682	12.24423989	12.24346796	12.1043407
FXR2	12.29077453	12.38538512	12.45990433	12.42844522	12.58053267	12.5195203	12.47939379	12.3940921	12.44569311	12.24180515	12.12208072	12.10671828
GATB	9.572244647	9.432309941	9.396079302	9.296516713	9.463540127	9.250152939	9.271285084	9.182661099	9.265384112	9.131199286	8.92500963	8.848878745
GATC	9.850881186	10.11928744	10.13314155	10.27328397	10.14991963	10.11179194	10.11920965	10.15793432	10.03067469	9.964567641	9.935049824	9.869019622
GCN1	13.37142601	13.26591284	13.22354509	13.23164342	13.17310796	13.00655036	12.91616665	12.83147554	12.81435096	12.64644271	12.64218907	12.58675087
GEMIN5	12.8747185	12.93795541	12.63360132	12.71925767	12.39426444	11.96835203	11.71187177	11.72001088	11.405506	11.188788	10.88150011	10.79618675
GFM1	11.63340625	11.54740427	11.29027857	11.26234561	10.80575854	10.83137017	10.67926694	10.78968746	10.44017645	10.41089772	10.2310099	10.32166189
GFM2	11.311254	11.08545504	10.82256599	10.87661102	10.77949822	10.76165603	10.69226148	10.71377822	10.64012122	10.55271535	10.27201886	10.22617381
GGT1	7.762010171	7.144404075	6.592471493	6.566887787	6.470392752	6.412473661	6.560406336	6.570354264	6.477996509	6.656003744	7.005264796	7.112372736
GGT5	6.263344712	6.400061885	6.506996562	6.50513247	6.427415512	6.316903089	6.428926222	6.593468796	6.718875003	7.063440222	7.423944987	7.765389231
GGT7	8.773654811	7.93198263	8.06849349	7.802127116	8.439921286	8.791901696	9.143236541	9.10918528	9.467163451	9.740482057	9.800604337	9.986336375
GIGYF2	12.00585323	11.81916153	11.75401347	11.60004799	11.71858361	11.62102034	11.56553277	11.53981664	11.65205294	11.49572794	11.59198907	11.56467817
GLE1	10.95696406	11.20793533	11.01521918	11.09288917	10.86234631	10.91621674	10.8669628	10.92106942	10.87855977	10.7260366	10.48209091	10.47007173
GRB7	11.30197744	11.60134798	11.25638378	10.3110368	9.278711616	8.215253095	7.53721172	6.979967507	7.011054553	6.774084993	6.865973444	6.625217103
GRM5	6.396302575	6.417695293	6.343224894	6.316189096	6.316862072	6.389851659	6.39787579	6.737396465	6.760267049	7.055120257	7.522360599	7.886070563
GSPT1	13.32363215	13.41532462	13.24094679	13.3838816	12.92556192	13.00215232	12.63861901	12.9106141	12.47959507	12.37652612	12.09903993	12.11875802
GSPT2	9.661459985	9.80952651	9.627436092	9.781802888	9.638150652	9.856967529	9.720012758	9.724524443	9.862191213	9.706264812	9.849193144	9.991956128
GTPBP1	11.43525543	11.81166994	11.70049684	11.91426546	11.62996044	11.53852968	11.35047294	11.4786799	11.16739855	11.24008636	11.14293062	11.23842471
GTPBP2	9.94881454	9.681272079	10.12497042	10.10451664	10.41645436	10.45037807	10.62873967	10.28818327	10.74473748	10.67649944	10.82972457	10.87403679
GUF1	10.97084792	11.03288921	11.03469995	11.01495767	11.14283798	10.93137077	10.9530275	10.71176835	10.82052706	10.42224373	10.71071077	10.71450425
HABP4	9.198840027	9.439101527	9.64022492	9.796206093	10.02336103	9.97981897	10.05564571	10.07867013	10.43399303	10.66367916	10.79443996	10.6556014
HARS2	9.765008808	9.919194254	9.770306657	9.922186717	9.752039251	9.814316655	9.822856587	9.836061574	10.02292018	10.01336021	10.07605063	10.06631177
HDAC6	11.26083373	11.73041824	11.55637176	11.53843717	11.52486757	11.24091502	11.19796914	11.08388383	11.241901	11.18243297	11.36999597	11.50047885
HERPUD1	10.02154677	9.905740541	10.22111761	11.20662906	11.37523247	10.02226917	10.17033293	10.07322647	10.206436	10.48541868	10.44407313	10.4108876
HERPUD2	10.28949601	10.12078041	10.39301159	10.27625038	10.46574627	10.4141058	10.45466342	10.47733606	10.4316025	10.39222637	10.51003174	10.55379501
HNRNPD	13.75509149	13.86591817	13.60577047	14.00705092	13.26084945	13.72422363	13.52589112	13.76693155	13.49784134	13.29293711	12.96526972	12.92392011
HNRNPR	12.34351102	12.766351	12.86941573	13.11014049	13.08924217	12.97686926	12.96551075	12.92570241	12.93474064	12.77925554	12.60393734	12.60041897
HSPA5	14.17043105	14.82456445	13.47146719	14.18272552	13.37958835	14.56322139	14.26376334	14.47679756	14.42448514	14.65222506	14.44143865	14.4384024
HSPA8	15.83384767	15.72494458	15.48891184	15.1259598	15.14757953	14.99064122	14.78927016	14.92899261	14.71592814	14.67260044	14.45734766	14.54908559
HSPB8	8.425105045	7.497321609	7.669425012	7.49989078	7.394462807	7.561844684	7.60252131	7.554924015	7.520781684	7.633943966	7.768254309	7.89303467
HTRA2	10.00152834	10.08061904	10.32831545	10.33287928	10.25031413	10.0539873	10.11397097	9.925429037	10.07910446	10.06117843	9.944409058	9.88385094
HTT	12.22162183	11.69614447	11.99624124	11.75137376	11.92369347	11.75555645	11.64764267	11.79060105	11.63255331	11.22688507	11.3196802	11.12700837
HUWE1	14.65920748	14.42812039	14.41413717	14.34269947	14.23508443	14.0992087	13.86177293	14.14101516	14.03851318	13.5210697	13.76646672	13.57210365
IARS2	12.27703863	11.93901745	11.96313897	11.63458885	11.72206972	11.21140906	11.22533444	10.96011331	11.00379049	10.89430441	10.91198571	10.8617008
IGFBP5	10.82172893	13.09756309	14.4282158	14.12415437	13.51992978	13.49147652	14.58420293	14.85958756	15.65419482	16.63328544	17.34755338	17.48320273
IGHMBP2	9.474103698	9.43266283	9.44655032	9.628352275	9.443248144	9.436038202	9.378123186	9.349310014	9.391401171	9.277894286	9.447614896	9.325795698
ILF3	13.38490567	13.2865815	13.55602679	13.41847531	13.33692292	13.25106331	13.1120549	13.12944058	13.03202735	12.85677546	12.66855253	12.58184211
IMPACT	13.33682799	13.01094638	12.70247157	12.87966939	12.16142761	12.23874254	11.9006362	12.08577952	11.8245955	11.68577895	11.41193338	11.35130369
IREB2	12.86716712	12.4786031	12.66824656	12.50304828	12.66571462	12.79488329	12.57942716	12.84624425	12.7574268	12.53559411	12.56091583	12.46460172
IRX3	9.401882478	12.14223424	12.00243976	11.11138303	10.65792456	10.63843474	10.18100266	10.07004979	9.695803854	8.911556882	8.42703946	8.213117223
